;group;user;task_id;puzzle_difficulty;avg_complete_time;cum_this_puzzle_attempt;completed;timestamp;active_time;n_events;n_events_percentile1;n_events_percentile2;n_events_percentile3;n_check_solution;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~7. Max 2 Boxes~3;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;7. Max 2 Boxes;0.078039;1.63;3;1.0;2019-09-17 11:01:47.260914-04:00;97.94;45.0;11.0;20.0;26.0;3.0;1.0;0.0;0.0;14.0;NA;31.12
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~8. Combine 2 Ramps~2;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;8. Combine 2 Ramps;0.068608;2.02;2;1.0;2019-09-17 11:03:25.521551-04:00;50.38;37.0;24.0;36.0;36.0;1.0;0.0;0.0;8.0;10.0;NA;47.5
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~9. Scaling Round Objects~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-17 11:04:15.932111-04:00;53.65;27.0;21.0;26.0;26.0;3.0;0.0;0.0;0.0;7.0;NA;16.85
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Square Cross-Sections~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Square Cross-Sections;0.199714;3.2;1;0.0;2019-09-17 11:05:11.940554-04:00;194.52;36.0;9.0;25.0;35.0;2.0;2.0;0.0;0.0;11.0;71.58;62.54
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Square Cross-Sections~2;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Square Cross-Sections;0.199714;3.2;2;1.0;2019-09-18 10:43:00.826836-04:00;51.36;39.0;40.0;38.0;38.0;1.0;2.0;0.0;0.0;17.0;NA;46.4
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Bird Fez~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Bird Fez;0.156674;3.63;1;1.0;2019-09-18 10:43:53.162570-04:00;101.89;63.0;39.0;62.0;62.0;1.0;0.0;0.0;18.0;22.0;NA;96.49
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Pi Henge~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Pi Henge;0.067346;2.22;1;1.0;2019-09-18 10:45:35.265775-04:00;46.97;38.0;35.0;37.0;37.0;1.0;0.0;0.0;0.0;12.0;NA;41.99
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~45-Degree Rotations~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;45-Degree Rotations;0.096715;2.74;1;1.0;2019-09-18 10:46:21.495100-04:00;40.12;31.0;33.0;30.0;30.0;1.0;0.0;0.0;1.0;13.0;NA;36.57
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Pyramids are Strange~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Pyramids are Strange;0.1796;4.0;1;1.0;2019-09-18 10:47:02.770297-04:00;230.55;62.0;27.0;38.0;42.0;6.0;2.0;0.0;1.0;15.0;NA;37.67
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Boxes Obscure Spheres~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Boxes Obscure Spheres;0.266198;4.97;1;1.0;2019-09-18 10:50:51.390681-04:00;338.32;200.0;53.0;116.0;143.0;8.0;3.0;0.0;8.0;78.0;NA;41.75
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Object Limits~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Object Limits;0.257177;2.71;1;0.0;2019-09-18 10:56:29.866984-04:00;155.77;57.0;26.0;35.0;47.0;9.0;4.0;0.0;5.0;16.0;716.9;40.13
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Warm Up~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Warm Up;0.183971;0.93;1;1.0;2019-09-18 11:08:38.658975-04:00;16.02;15.0;3.0;3.0;3.0;1.0;1.0;0.0;0.0;4.0;NA;3184.1
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Angled Silhouette~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Angled Silhouette;0.147673;2.21;1;1.0;2019-09-18 12:01:45.887652-04:00;26.74;21.0;23.0;20.0;20.0;1.0;0.0;0.0;0.0;8.0;NA;23.43
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Object Limits~2;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Object Limits;0.257177;2.71;2;0.0;2019-09-18 12:02:13.664961-04:00;26.26;10.0;12.0;9.0;9.0;1.0;0.0;0.0;0.0;3.0;3.78;19.47
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Sugar Cones~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Sugar Cones;0.085909;1.44;1;1.0;2019-09-18 12:02:42.017919-04:00;67.01;40.0;15.0;26.0;39.0;2.0;0.0;0.0;0.0;13.0;NA;29.66
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Stranger Shapes~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Stranger Shapes;0.283971;4.31;1;1.0;2019-09-18 12:03:46.461849-04:00;192.44;94.0;38.0;65.0;93.0;10.0;0.0;0.0;8.0;31.0;NA;18.74
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Tall and Small~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Tall and Small;0.266869;4.44;1;0.0;2019-09-18 12:06:57.449193-04:00;199.56;88.0;42.0;54.0;87.0;9.0;1.0;0.0;3.0;38.0;134.79;20.77
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Ramp Up and Can It~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Ramp Up and Can It;0.206271;2.7;1;0.0;2019-09-18 12:10:19.187390-04:00;130.04;75.0;30.0;55.0;64.0;5.0;1.0;0.0;8.0;29.0;315.7;23.77
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~More Than Meets Your Eye~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;More Than Meets Your Eye;0.192319;4.66;1;1.0;2019-09-18 12:16:55.863151-04:00;112.64;98.0;56.0;97.0;97.0;2.0;0.0;1.0;1.0;44.0;NA;54.64
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Not Bird~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Not Bird;0.260197;3.92;1;0.0;2019-09-18 12:18:48.163845-04:00;5.9;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Object Limits~3;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Object Limits;0.257177;2.71;3;0.0;2019-09-18 12:18:56.103068-04:00;5.66;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Not Bird~2;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Not Bird;0.260197;3.92;2;0.0;2019-09-18 12:19:02.034048-04:00;61.69;28.0;30.0;27.0;27.0;2.0;0.0;2.0;1.0;6.0;19.77;19.43
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Unnecessary~1;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Unnecessary;0.76;10.0;1;0.0;2019-09-18 12:20:01.172664-04:00;23.58;12.0;14.0;11.0;11.0;1.0;0.0;1.0;1.0;2.0;1.94;15.78
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Not Bird~3;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Not Bird;0.260197;3.92;3;0.0;2019-09-18 12:20:25.917502-04:00;114.63;79.0;42.0;78.0;78.0;4.0;0.0;1.0;12.0;28.0;76.99;26.37
7a01ab37bd2729626dcaf96166390315~70c2fe415227245dbd643fe14a70a22f~Unnecessary~2;7a01ab37bd2729626dcaf96166390315;70c2fe415227245dbd643fe14a70a22f;Unnecessary;0.76;10.0;2;0.0;2019-09-18 12:22:19.924210-04:00;102.42;40.0;42.0;39.0;39.0;2.0;1.0;3.0;5.0;10.0;37.16;34.57
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~1. One Box~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;1. One Box;2e-06;1.09;1;1.0;2019-09-19 12:42:52.372756-04:00;41.19;15.0;16.0;14.0;14.0;1.0;1.0;0.0;0.0;1.0;NA;11.97
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~2. Separated Boxes~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-19 12:43:08.681045-04:00;36.13;20.0;18.0;19.0;19.0;3.0;0.0;0.0;0.0;5.0;NA;10.73
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~3. Rotate a Pyramid~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-19 12:43:44.745587-04:00;18.59;10.0;12.0;9.0;9.0;1.0;0.0;0.0;0.0;2.0;NA;14.69
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~4. Match Silhouettes~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-19 12:44:04.084615-04:00;194.92;90.0;23.0;37.0;49.0;3.0;2.0;0.0;8.0;34.0;NA;63.53
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~5. Removing Objects~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;5. Removing Objects;0.106021;2.89;1;1.0;2019-09-19 12:47:19.107206-04:00;38.1;16.0;18.0;15.0;15.0;1.0;0.0;0.0;0.0;4.0;NA;30.85
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~6. Stretch a Ramp~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-19 12:47:56.144536-04:00;28.99;14.0;16.0;13.0;13.0;1.0;0.0;0.0;0.0;6.0;NA;24.15
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~7. Max 2 Boxes~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-19 12:48:24.815800-04:00;66.34;63.0;7.0;43.0;62.0;1.0;1.0;0.0;0.0;49.0;NA;62.07
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~8. Combine 2 Ramps~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-19 12:49:31.511738-04:00;72.39;43.0;18.0;38.0;42.0;2.0;0.0;0.0;3.0;20.0;NA;33.71
7a01ab37bd2729626dcaf96166390315~4e4715f7254217e3086e400c20c6c46a~9. Scaling Round Objects~1;7a01ab37bd2729626dcaf96166390315;4e4715f7254217e3086e400c20c6c46a;9. Scaling Round Objects;0.128647;2.57;1;0.0;2019-09-19 12:50:43.250847-04:00;452.58;351.0;18.0;41.0;78.0;3.0;4.0;1.0;8.0;270.0;322.44;149.39
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~1. One Box~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;1. One Box;2e-06;1.09;1;1.0;2019-09-17 10:45:43.537041-04:00;27.87;9.0;11.0;8.0;8.0;1.0;0.0;0.0;0.0;1.0;NA;13.06
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~2. Separated Boxes~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-17 10:46:00.651294-04:00;64.6;43.0;15.0;23.0;42.0;2.0;0.0;0.0;0.0;27.0;NA;30.27
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~3. Rotate a Pyramid~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-17 10:47:05.087005-04:00;18.26;11.0;13.0;10.0;10.0;1.0;0.0;0.0;0.0;2.0;NA;15.1
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~4. Match Silhouettes~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-17 10:47:23.571663-04:00;64.49;40.0;24.0;39.0;39.0;1.0;0.0;0.0;9.0;17.0;NA;61.66
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~5. Removing Objects~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;5. Removing Objects;0.106021;2.89;1;1.0;2019-09-17 10:48:28.020389-04:00;33.26;17.0;19.0;16.0;16.0;1.0;0.0;0.0;0.0;5.0;NA;27.62
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~6. Stretch a Ramp~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-17 10:49:02.032906-04:00;124.62;82.0;23.0;53.0;73.0;3.0;0.0;0.0;7.0;35.0;NA;40.22
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~7. Max 2 Boxes~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-17 10:51:06.670760-04:00;501.9;334.0;13.0;32.0;44.0;11.0;2.0;2.0;46.0;115.0;NA;62.44
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~8. Combine 2 Ramps~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-17 11:02:39.918109-04:00;78.9;25.0;4.0;13.0;24.0;1.0;1.0;0.0;3.0;12.0;NA;74.3
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~9. Scaling Round Objects~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-17 11:03:58.451275-04:00;42.39;27.0;28.0;26.0;26.0;1.0;0.0;0.0;0.0;9.0;NA;36.49
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Sandbox~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Sandbox;1e-06;0.0;1;0.0;2019-09-17 11:04:46.240608-04:00;81.62;75.0;30.0;39.0;39.0;0.0;1.0;0.0;0.0;30.0;NA;NA
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Square Cross-Sections~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Square Cross-Sections;0.199714;3.2;1;1.0;2019-09-17 11:08:42.571222-04:00;53.01;38.0;40.0;37.0;37.0;1.0;0.0;0.0;1.0;15.0;NA;44.0
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Bird Fez~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Bird Fez;0.156674;3.63;1;1.0;2019-09-17 11:09:29.624193-04:00;145.08;68.0;29.0;55.0;67.0;3.0;1.0;0.0;13.0;19.0;NA;42.23
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Pi Henge~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Pi Henge;0.067346;2.22;1;1.0;2019-09-17 11:11:55.647716-04:00;80.76;54.0;25.0;49.0;53.0;1.0;0.0;0.0;5.0;20.0;NA;72.22
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~45-Degree Rotations~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;45-Degree Rotations;0.096715;2.74;1;1.0;2019-09-17 11:13:15.842896-04:00;116.73;98.0;37.0;65.0;97.0;2.0;0.0;0.0;11.0;43.0;NA;56.92
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Pyramids are Strange~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Pyramids are Strange;0.1796;4.0;1;1.0;2019-09-17 11:15:12.588628-04:00;198.67;117.0;34.0;35.0;89.0;3.0;2.0;0.0;3.0;47.0;NA;87.18
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Boxes Obscure Spheres~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Boxes Obscure Spheres;0.266198;4.97;1;1.0;2019-09-17 11:19:37.925777-04:00;269.35;145.0;35.0;56.0;88.0;3.0;2.0;0.0;39.0;29.0;NA;113.87
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Object Limits~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Object Limits;0.257177;2.71;1;0.0;2019-09-17 11:25:32.842728-04:00;305.14;160.0;36.0;55.0;75.0;3.0;1.0;12.0;57.0;33.0;1980.83;66.79
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Warm Up~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Warm Up;0.183971;0.93;1;1.0;2019-09-17 12:00:51.898877-04:00;37.7;22.0;11.0;17.0;21.0;1.0;0.0;0.0;0.0;6.0;NA;34.51
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Angled Silhouette~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Angled Silhouette;0.147673;2.21;1;1.0;2019-09-17 12:01:29.419723-04:00;93.38;53.0;17.0;34.0;52.0;2.0;0.0;0.0;8.0;16.0;NA;45.19
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Sugar Cones~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Sugar Cones;0.085909;1.44;1;1.0;2019-09-17 12:03:05.763898-04:00;96.18;47.0;19.0;27.0;34.0;3.0;0.0;5.0;8.0;9.0;NA;29.93
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Stranger Shapes~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Stranger Shapes;0.283971;4.31;1;1.0;2019-09-17 12:04:39.110243-04:00;276.34;151.0;46.0;70.0;112.0;8.0;0.0;8.0;22.0;46.0;NA;33.93
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Tall and Small~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Tall and Small;0.266869;4.44;1;0.0;2019-09-18 10:43:07.997677-04:00;160.15;41.0;18.0;36.0;40.0;0.0;3.0;6.0;11.0;10.0;NA;NA
7a01ab37bd2729626dcaf96166390315~a53cd649ff5a2d9179498975e93ac8a4~Ramp Up and Can It~1;7a01ab37bd2729626dcaf96166390315;a53cd649ff5a2d9179498975e93ac8a4;Ramp Up and Can It;0.206271;2.7;1;1.0;2019-09-18 10:45:48.914278-04:00;150.74;33.0;14.0;25.0;30.0;1.0;1.0;7.0;11.0;4.0;NA;145.86
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~1. One Box~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;1. One Box;2e-06;1.09;1;1.0;2019-09-17 10:45:51.505082-04:00;34.34;16.0;12.0;15.0;15.0;1.0;0.0;0.0;0.0;3.0;NA;28.09
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~2. Separated Boxes~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;2. Separated Boxes;0.111127;1.69;1;1.0;2019-09-17 10:46:23.368742-04:00;63.37;36.0;9.0;29.0;35.0;2.0;0.0;0.0;0.0;18.0;NA;29.38
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~3. Rotate a Pyramid~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;3. Rotate a Pyramid;0.083447;1.62;1;1.0;2019-09-17 10:47:26.760113-04:00;34.95;39.0;26.0;38.0;38.0;1.0;0.0;0.0;0.0;28.0;NA;32.01
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~4. Match Silhouettes~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;4. Match Silhouettes;0.061887;2.13;1;1.0;2019-09-17 10:47:59.720221-04:00;53.05;16.0;14.0;15.0;15.0;2.0;1.0;0.0;0.0;5.0;NA;25.65
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~5. Removing Objects~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;5. Removing Objects;0.106021;2.89;1;1.0;2019-09-17 10:48:54.193749-04:00;231.78;132.0;28.0;61.0;93.0;5.0;1.0;0.0;15.0;57.0;NA;45.48
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~6. Stretch a Ramp~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;6. Stretch a Ramp;0.107035;2.43;1;1.0;2019-09-17 10:52:47.694715-04:00;49.4;31.0;29.0;30.0;30.0;1.0;0.0;0.0;2.0;13.0;NA;43.31
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~7. Max 2 Boxes~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;7. Max 2 Boxes;0.078039;1.63;1;1.0;2019-09-17 10:53:36.733776-04:00;53.45;25.0;14.0;24.0;24.0;2.0;0.0;0.0;2.0;7.0;NA;24.3
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~8. Combine 2 Ramps~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;8. Combine 2 Ramps;0.068608;2.02;1;1.0;2019-09-17 10:54:37.473967-04:00;90.57;55.0;21.0;39.0;54.0;1.0;0.0;0.0;2.0;22.0;NA;77.47
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~9. Scaling Round Objects~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;9. Scaling Round Objects;0.128647;2.57;1;1.0;2019-09-17 10:55:58.610832-04:00;129.09;61.0;20.0;20.0;39.0;3.0;2.0;0.0;0.0;19.0;NA;82.66
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Square Cross-Sections~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Square Cross-Sections;0.199714;3.2;1;0.0;2019-09-17 11:00:22.831914-04:00;15.89;5.0;3.0;3.0;3.0;0.0;1.0;0.0;0.0;0.0;NA;NA
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Warm Up~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Warm Up;0.183971;0.93;1;1.0;2019-09-17 11:06:28.076389-04:00;28.37;22.0;15.0;21.0;21.0;1.0;0.0;0.0;0.0;6.0;NA;24.56
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Object Limits~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Object Limits;0.257177;2.71;1;1.0;2019-09-17 11:07:10.285159-04:00;49.45;17.0;19.0;16.0;16.0;2.0;1.0;0.0;0.0;5.0;NA;15.26
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Pi Henge~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Pi Henge;0.067346;2.22;1;1.0;2019-09-17 11:07:58.625564-04:00;79.47;49.0;32.0;48.0;48.0;1.0;0.0;0.0;4.0;20.0;NA;62.73
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~45-Degree Rotations~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;45-Degree Rotations;0.096715;2.74;1;1.0;2019-09-17 11:09:57.953130-04:00;100.75;41.0;4.0;15.0;40.0;1.0;2.0;0.0;1.0;21.0;NA;110.44
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Pyramids are Strange~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Pyramids are Strange;0.1796;4.0;1;0.0;2019-09-17 11:11:51.623008-04:00;3.33;4.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;NA;NA
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Bird Fez~1;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Bird Fez;0.156674;3.63;1;1.0;2019-09-17 11:18:56.708873-04:00;101.93;39.0;9.0;9.0;10.0;1.0;4.0;0.0;2.0;19.0;NA;225.22
7a01ab37bd2729626dcaf96166390315~29fba46101c93b24f73945ea1e3994ef~Pyramids are Strange~2;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Pyramids are Strange;0.1796;4.0;2;0.0;2019-09-17 11:22:46.990859-04:00;84.94;77.0;3.0;30.0;43.0;1.0;2.0;0.0;0.0;31.0;0.31;137.54
