;group;user;task_id;puzzle_difficulty;puzzle_category;n_attempts;completed;timestamp;active_time;percentileActiveTime;n_events;percentileEvents;n_check_solution;percentileAtt;percentileComposite;persistence;n_breaks;n_snapshot;n_rotate_view;n_manipulation_events;time_failed_submission_exit;avg_time_between_submissions
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Warm Up;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Warm Up;0.183971;Advanced;1.0;1.0;2019-09-18 12:55:11.557820-04:00;29.61;29.82;12.0;6.14;1.0;88.6;17.98;RAPID_SOLVER;0.0;0.0;0.0;4.0;NA;NA
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Angled Silhouette;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Angled Silhouette;0.147673;Intermediate;1.0;0.0;2019-09-18 12:55:44.560630-04:00;62.17;42.42;24.0;29.29;0.0;0.0;35.86;NO_BEHAVIOR;0.0;0.0;7.0;6.0;NA;NA
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Sugar Cones;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Sugar Cones;0.085909;Advanced;1.0;1.0;2019-09-18 12:56:47.018845-04:00;47.05;32.14;24.0;47.32;2.0;89.29;39.73;NO_BEHAVIOR;0.0;0.0;0.0;7.0;NA;18.61
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Stranger Shapes;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Stranger Shapes;0.283971;Advanced;2.0;1.0;2019-09-19 12:54:36.202530-04:00;446.24;73.49;162.0;67.47;11.0;90.36;70.48;NO_BEHAVIOR;5.0;0.0;31.0;61.0;NA;177.89
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Tall and Small;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Tall and Small;0.266869;Advanced;1.0;1.0;2019-09-18 13:04:14.064636-04:00;215.36;47.22;103.0;50.0;4.0;48.61;48.61;NO_BEHAVIOR;0.0;0.0;11.0;33.0;NA;141.91
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Ramp Up and Can It;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Ramp Up and Can It;0.206271;Advanced;2.0;0.0;2019-09-19 12:57:32.547715-04:00;108.55;35.94;32.0;35.94;0.0;0.0;35.94;NO_BEHAVIOR;3.0;0.0;3.0;17.0;NA;NA
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~More Than Meets Your Eye;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;More Than Meets Your Eye;0.192319;Advanced;1.0;1.0;2019-09-19 12:57:58.221807-04:00;729.11;95.16;384.0;93.55;5.0;96.77;94.35;PRODUCTIVE_PERSISTANCE;0.0;0.0;79.0;125.0;NA;131.21
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Not Bird;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Not Bird;0.260197;Intermediate;2.0;0.0;2019-09-19 12:59:39.131977-04:00;323.52;64.91;124.0;64.91;9.0;87.72;64.91;NO_BEHAVIOR;3.0;0.0;41.0;37.0;1136.45;168.43
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Unnecessary;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Unnecessary;0.76;Advanced;2.0;1.0;2019-09-19 12:51:30.636958-04:00;215.64;64.81;93.0;62.96;7.0;83.33;63.89;NO_BEHAVIOR;1.0;0.0;28.0;20.0;NA;69.2
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Zzz;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Zzz;0.234035;Advanced;1.0;0.0;2019-09-19 12:48:25.548535-04:00;157.99;59.18;86.0;63.27;3.0;77.55;61.22;NO_BEHAVIOR;0.0;0.0;16.0;29.0;64.28;81.23
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Bull Market;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Bull Market;0.358579;Advanced;1.0;0.0;2019-09-19 12:48:29.953897-04:00;9.76;0.0;4.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;0.0;0.0;0.0;0.0;NA;NA
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Few Clues;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Few Clues;0.324041;Advanced;2.0;0.0;2019-09-19 12:59:56.988932-04:00;213.25;35.71;97.0;21.43;0.0;0.0;28.57;NO_BEHAVIOR;5.0;0.0;18.0;33.0;NA;NA
7a01ab37bd2729626dcaf96166390315~17f8fdb215276b60e1b97a24962ad0f2~Orange Dance;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Orange Dance;0.647731;Advanced;2.0;0.0;2019-09-19 12:59:45.585258-04:00;113.06;0.0;49.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;0.0;0.0;5.0;17.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~1. One Box;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-09-17 12:40:23.268117-04:00;19.71;11.9;7.0;19.7;1.0;100.0;15.8;RAPID_SOLVER;0.0;0.0;0.0;1.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~2. Separated Boxes;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-09-17 12:40:45.126901-04:00;82.23;59.36;24.0;45.02;3.0;83.27;52.19;NO_BEHAVIOR;1.0;0.0;0.0;7.0;NA;38.2
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~3. Rotate a Pyramid;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-09-17 12:42:03.213853-04:00;52.03;43.32;20.0;44.13;1.0;43.72;43.72;NO_BEHAVIOR;0.0;0.0;7.0;6.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~4. Match Silhouettes;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-09-17 12:55:19.982407-04:00;858.72;97.92;282.0;96.25;19.0;100.0;97.08;PRODUCTIVE_PERSISTANCE;9.0;8.0;46.0;117.0;NA;196.17
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~5. Removing Objects;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;5. Removing Objects;0.106021;Tutorial;1.0;1.0;2019-09-17 12:57:16.518654-04:00;28.94;7.66;13.0;10.36;1.0;50.9;9.01;RAPID_SOLVER;0.0;0.0;0.0;4.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~6. Stretch a Ramp;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-09-17 12:57:42.205328-04:00;39.31;13.3;18.0;16.51;1.0;33.49;14.91;RAPID_SOLVER;0.0;0.0;1.0;5.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~7. Max 2 Boxes;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;7. Max 2 Boxes;0.078039;Tutorial;1.0;1.0;2019-09-17 12:58:22.614848-04:00;24.89;15.38;13.0;20.19;1.0;61.54;17.79;RAPID_SOLVER;0.0;0.0;0.0;5.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~8. Combine 2 Ramps;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-09-17 12:58:48.742038-04:00;32.46;2.62;19.0;2.09;1.0;72.77;2.36;RAPID_SOLVER;0.0;0.0;0.0;10.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~9. Scaling Round Objects;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;9. Scaling Round Objects;0.128647;Tutorial;1.0;1.0;2019-09-17 12:59:19.066217-04:00;51.87;14.77;36.0;35.23;1.0;43.75;25.0;NO_BEHAVIOR;0.0;0.0;0.0;21.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Square Cross-Sections;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Square Cross-Sections;0.199714;Intermediate;1.0;1.0;2019-09-17 13:00:23.964137-04:00;98.02;26.49;26.0;16.56;2.0;54.97;21.52;RAPID_SOLVER;1.0;0.0;0.0;11.0;NA;39.78
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Bird Fez;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-09-17 13:01:51.521638-04:00;59.87;8.44;35.0;15.58;1.0;40.26;12.01;RAPID_SOLVER;0.0;0.0;2.0;17.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Pi Henge;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-09-17 13:02:49.381928-04:00;66.79;24.03;40.0;42.21;1.0;64.29;33.12;NO_BEHAVIOR;0.0;0.0;2.0;22.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~45-Degree Rotations;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-09-17 13:03:55.364362-04:00;44.6;6.57;33.0;21.9;1.0;64.23;14.23;RAPID_SOLVER;0.0;0.0;0.0;15.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Pyramids are Strange;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Pyramids are Strange;0.1796;Intermediate;1.0;1.0;2019-09-17 13:04:41.319709-04:00;46.35;1.57;28.0;3.94;1.0;32.28;2.76;RAPID_SOLVER;0.0;0.0;1.0;13.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Boxes Obscure Spheres;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Boxes Obscure Spheres;0.266198;Intermediate;1.0;1.0;2019-09-17 13:06:35.069583-04:00;99.87;14.56;39.0;12.62;1.0;16.5;13.59;RAPID_SOLVER;2.0;0.0;0.0;16.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Object Limits;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Object Limits;0.257177;Intermediate;1.0;1.0;2019-09-17 13:07:18.636561-04:00;56.1;12.12;21.0;12.12;2.0;23.23;12.12;RAPID_SOLVER;0.0;0.0;0.0;9.0;NA;19.97
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Warm Up;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Warm Up;0.183971;Advanced;1.0;1.0;2019-09-17 13:08:03.400037-04:00;37.4;46.49;14.0;31.58;1.0;88.6;39.04;NO_BEHAVIOR;0.0;0.0;0.0;4.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Angled Silhouette;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Angled Silhouette;0.147673;Intermediate;1.0;1.0;2019-09-17 13:08:39.859049-04:00;32.99;9.09;21.0;18.18;1.0;61.62;13.64;RAPID_SOLVER;0.0;0.0;0.0;8.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Sugar Cones;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Sugar Cones;0.085909;Advanced;1.0;1.0;2019-09-17 13:09:19.414785-04:00;35.11;14.29;17.0;5.36;1.0;58.04;9.82;RAPID_SOLVER;0.0;0.0;0.0;7.0;NA;NA
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Stranger Shapes;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Stranger Shapes;0.283971;Advanced;1.0;1.0;2019-09-17 13:09:48.356801-04:00;129.45;18.07;56.0;14.46;2.0;18.07;16.27;RAPID_SOLVER;0.0;3.0;3.0;26.0;NA;62.49
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Tall and Small;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Tall and Small;0.266869;Advanced;1.0;1.0;2019-09-17 13:11:57.886600-04:00;146.83;37.5;54.0;30.56;2.0;30.56;34.03;NO_BEHAVIOR;2.0;3.0;1.0;26.0;NA;71.24
7a01ab37bd2729626dcaf96166390315~9e663ef15cba5a9afa81c93d878e0142~Ramp Up and Can It;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Ramp Up and Can It;0.206271;Advanced;1.0;0.0;2019-09-17 13:14:24.579677-04:00;12.64;0.0;5.0;0.0;0.0;0.0;0.0;NON_PERSISTANT;0.0;0.0;0.0;1.0;0;0
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~1. One Box;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;1. One Box;2,00E-06;Tutorial;1.0;1.0;2019-09-17 12:41:09.069972-04:00;26.88;27.88;10.0;41.64;1.0;100.0;34.76;NO_BEHAVIOR;0.0;0.0;0.0;1.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~2. Separated Boxes;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;2. Separated Boxes;0.111127;Tutorial;1.0;1.0;2019-09-17 12:41:32.478340-04:00;41.3;21.12;11.0;9.16;1.0;31.47;15.14;RAPID_SOLVER;1.0;0.0;0.0;3.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~3. Rotate a Pyramid;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;3. Rotate a Pyramid;0.083447;Tutorial;1.0;1.0;2019-09-17 12:42:12.616561-04:00;34.34;23.08;15.0;34.01;2.0;73.28;28.54;NO_BEHAVIOR;0.0;0.0;0.0;6.0;NA;15.05
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~4. Match Silhouettes;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;4. Match Silhouettes;0.061887;Tutorial;1.0;1.0;2019-09-17 12:42:47.181031-04:00;22.05;9.17;10.0;15.0;1.0;59.17;12.08;RAPID_SOLVER;0.0;0.0;0.0;3.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~5. Removing Objects;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;5. Removing Objects;0.106021;Tutorial;2.0;1.0;2019-09-17 12:46:54.640795-04:00;356.68;83.78;129.0;82.43;3.0;77.93;83.11;PRODUCTIVE_PERSISTANCE;2.0;0.0;11.0;45.0;NA;73.4
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~6. Stretch a Ramp;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;6. Stretch a Ramp;0.107035;Tutorial;1.0;1.0;2019-09-17 12:49:05.929004-04:00;54.08;21.1;34.0;38.07;1.0;33.49;29.59;NO_BEHAVIOR;0.0;0.0;2.0;19.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~7. Max 2 Boxes;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;7. Max 2 Boxes;0.078039;Tutorial;1.0;1.0;2019-09-17 12:49:59.454836-04:00;52.33;46.63;36.0;64.42;1.0;61.54;55.53;NO_BEHAVIOR;0.0;0.0;0.0;6.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~8. Combine 2 Ramps;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;8. Combine 2 Ramps;0.068608;Tutorial;1.0;1.0;2019-09-17 12:50:52.424152-04:00;38.7;7.33;31.0;39.27;1.0;72.77;23.3;RAPID_SOLVER;0.0;0.0;2.0;16.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~9. Scaling Round Objects;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;9. Scaling Round Objects;0.128647;Tutorial;1.0;1.0;2019-09-17 12:51:31.109753-04:00;46.69;13.64;25.0;15.91;1.0;43.75;14.77;RAPID_SOLVER;0.0;0.0;0.0;5.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~Square Cross-Sections;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Square Cross-Sections;0.199714;Intermediate;1.0;1.0;2019-09-17 12:52:20.220242-04:00;53.9;8.61;22.0;7.95;1.0;33.77;8.28;RAPID_SOLVER;1.0;0.0;4.0;7.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~Bird Fez;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Bird Fez;0.156674;Intermediate;1.0;1.0;2019-09-17 12:53:10.544993-04:00;161.71;50.0;62.0;44.81;4.0;75.32;47.4;NO_BEHAVIOR;1.0;0.0;6.0;19.0;NA;92.32
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~Pi Henge;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Pi Henge;0.067346;Intermediate;1.0;1.0;2019-09-17 12:55:52.496848-04:00;49.03;7.79;29.0;13.64;1.0;64.29;10.71;RAPID_SOLVER;0.0;0.0;0.0;10.0;NA;NA
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~45-Degree Rotations;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;45-Degree Rotations;0.096715;Intermediate;1.0;1.0;2019-09-17 12:56:42.061537-04:00;218.77;78.1;127.0;82.48;3.0;89.78;80.29;PRODUCTIVE_PERSISTANCE;0.0;0.0;7.0;53.0;NA;134.64
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~Pyramids are Strange;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Pyramids are Strange;0.1796;Intermediate;1.0;1.0;2019-09-17 13:02:08.518431-04:00;407.82;81.89;219.0;85.83;4.0;74.02;83.86;PRODUCTIVE_PERSISTANCE;3.0;0.0;5.0;95.0;NA;202.01
7a01ab37bd2729626dcaf96166390315~ff8662d59180b49cef99ccbea2414fac~Boxes Obscure Spheres;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Boxes Obscure Spheres;0.266198;Intermediate;2.0;1.0;2019-09-18 13:00:21.134674-04:00;706.15;89.32;227.0;81.55;5.0;64.08;85.44;PRODUCTIVE_PERSISTANCE;6.0;0.0;33.0;74.0;NA;264.88
